generation;fitness;time
0;208.14214102628668
1;2189.5796868140096;1326
2;1918.9112468716648;1762
3;2176.1146824179664;2184
4;1897.1488920367117;2555
5;2176.1146824179664;2913
6;1954.7229279553333;3279
7;2175.4431931484337;3631
8;1889.1970975518236;3970
9;2176.054077361422;4320
10;1887.4583052451742;4662
11;2176.1204301630155;5016
12;1884.8025174892764;5368
13;2175.496059782239;5719
14;1881.8254905865135;6075
15;2183.732704714623;6422
16;1882.8816860653208;6775
17;2185.824927173157;7122
18;1880.9951583256875;7465
19;2154.1386541508073;7812
20;1880.2472828023817;8154
21;2154.094235514635;8507
22;1860.4411023414245;8867
23;2144.5026303220616;9214
24;1861.216351417223;9566
25;2144.671064267895;9928
26;1863.8998965184967;10287
27;2129.0721997122887;10641
28;1791.23412359299;10992
29;2111.964013731632;11346
30;1861.7899048047261;11693
31;2111.964013731632;12052
32;1851.5349938425854;12410
33;2111.964013731632;12779
34;1801.022533173046;13137
35;2111.211285205065;13491
36;1850.8926999841406;13847
37;2111.9646593832754;14206
38;1844.9038417940437;14560
39;2111.964013731632;14924
40;1839.0989835531025;15282
41;2096.1790437605778;15638
42;1808.06064780995;15995
43;2094.8967860841635;16362
44;1836.5831647568477;16720
45;2093.8222950106465;17088
46;1836.2382839515062;17456
47;2093.8222950106465;17822
48;1837.344719574867;18177
49;2093.8222950106465;18549
50;1843.0494311601726;18920
51;2073.6377639243374;19282
52;1841.8301922742992;19650
53;2073.6217367542317;20021
54;1841.9768826330912;20387
55;2094.566826859658;20747
56;1842.0602970805162;21122
57;2094.1889237961404;21493
58;1841.5607640815774;21866
59;2091.5278420730865;22228
60;1832.4392052849485;22597
61;2091.3674758902157;22974
62;1836.182062314489;23344
63;2092.5073861670858;23704
64;1836.1961808086235;24075
65;2083.3883336876834;24448
66;1843.378842437809;24814
67;2092.149824893237;25186
68;1840.6395656781674;25555
69;2092.9434262655736;25921
70;1836.605915901082;26296
71;2078.6610375913147;26665
72;1841.259042980536;27031
73;2078.6600791159867;27391
74;1839.3624226368236;27761
75;2085.6693035498847;28124
76;1841.2588460866034;28493
77;2081.65900982299;28873
78;1841.2588527890823;29232
79;2084.2565904706853;29606
80;1824.5930742447424;29964
81;2077.7563425307185;30341
82;1839.1422277947117;30703
83;2075.0215966541646;31076
84;1841.2494014867762;31429
85;2075.0213489440953;31801
86;1842.991662464669;32157
87;2075.0216093386566;32533
88;1815.165493960781;32891
89;2077.6723891580714;33268
90;1836.8009417859323;33638
91;2077.754775963307;34008
92;1834.510795735161;34364
93;2077.6159655484416;34735
94;1831.8977845510258;35106
95;2068.6633444382137;35475
96;1833.492478597644;35846
97;2101.1330449279767;36213
98;1837.460119309315;36584
99;2086.7974055305217;36952
100;1837.264474238923;37328
101;2095.670664134589;37699
102;1837.5448442940328;38073
103;2095.670666009211;38451
104;1820.39892669521;38813
105;2095.6706645653367;39189
106;1820.4718686346312;39552
107;2081.705709146746;39927
108;1820.284025198159;40293
109;2088.593351210501;40673
110;1815.0175172960867;41040
111;2080.851869770856;41415
112;1817.8199070889184;41786
113;2075.127986736621;42158
114;1798.508794477101;42535
115;2079.5242123133003;42901
116;1819.1377426997624;43274
117;2079.5242123133003;43638
118;1821.901037932569;44012
119;2079.5242123133003;44388
120;1803.0087712685875;44757
121;2079.5242123133003;45141
122;1794.6785593543018;45513
123;2049.7093604526235;45900
124;1797.4867193114972;46280
125;2084.384678938985;46659
126;1797.486683805531;47035
127;2070.116762497926;47404
128;1796.2416416523188;47783
129;2065.7571459698847;48165
130;1773.2219923725113;48541
131;2065.7479330242713;48933
132;1778.9872490991868;49307
133;2051.2484661647345;49702
134;1791.8218871103948;50086
135;2049.7972181927908;50467
136;1791.8218480678288;50851
137;2045.2934238506068;51247
138;1791.500911433699;51624
139;2051.038375173527;52016
140;1794.5921273102726;52410
141;2051.0310677876096;52794
142;1789.839921646564;53180
143;2058.1487934326333;53573
144;1789.2624390251426;53948
145;2040.0741460025338;54345
146;1789.1415883133916;54741
147;2040.099991469557;55124
148;1789.2351588696497;55519
149;2040.1001888931219;55911
150;1767.1883211854245;56305
151;2040.2104081428135;56688
152;1755.457760523301;57093
153;2040.6854051675357;57485
154;1766.1157744767434;57884
155;2039.9635195159176;58287
156;1774.8966940073358;58679
157;2042.155002118405;59072
158;1760.1467970275144;59471
159;2042.097675844161;59860
160;1765.0556866373072;60242
161;2037.0580095065047;60651
162;1762.9870110191068;61039
163;2036.1847286965926;61441
164;1759.5263441518437;61826
165;2036.2254777782211;62217
166;1758.8757579087228;62614
167;2037.7566735646699;63001
168;1759.8837432002638;63411
169;2037.7568015190486;63812
170;1770.1907200473288;64209
171;1996.961780131148;64603
172;1745.0674808758297;64989
173;2018.9485915178957;65393
174;1740.1648345021388;65787
175;2022.2407907875108;66194
176;1754.8717658164494;66587
177;2039.807207326822;66980
178;1754.6420052932433;67386
179;2028.2902604383446;67778
180;1747.1725503513132;68180
181;2035.9487745707231;68572
182;1740.2680331167257;68972
183;2035.9482672259942;69374
184;1762.3995094502054;69766
185;2038.4267655404221;70179
186;1758.8964442251413;70574
187;1992.5575234426515;70985
188;1733.9566312118354;71374
189;2040.092344830159;71786
190;1739.2205667662956;72184
191;2039.9168559181805;72578
192;1752.7649913058522;72988
193;2039.9416742138046;73381
194;1770.5399919572696;73789
195;2036.187895187184;74188
196;1767.6905874967472;74602
197;2037.0489954000584;74998
198;1764.8806827802919;75414
199;2039.8806171120016;75813
200;1771.9502200216632;76210
201;2039.8515509626752;76626
202;1765.1340330059495;77020
203;2039.604782558358;77436
204;1775.5170046100445;77836
205;2036.344819778526;78255
206;1763.42017640786;78652
207;2032.0690400811657;79072
208;1763.2383325927644;79470
209;2037.3258036954417;79894
210;1760.2776970683403;80307
211;2025.8739971439231;80728
212;1763.3758886681856;81135
213;1996.6768678912103;81550
214;1762.7327806987078;81968
215;2037.6647849145656;82367
216;1753.6547908828982;82787
217;2036.9387358037015;83194
218;1763.1694729832604;83609
219;2037.532725566339;84027
220;1756.449962120392;84447
221;2038.2935696485065;84850
222;1762.7732135772108;85270
223;2037.5708989337777;85675
224;1757.6647711008848;86086
225;2037.6913549488431;86490
226;1758.6104914969687;86904
227;2036.9666246835611;87309
228;1757.4695831379195;87717
229;2036.9453590030425;88116
230;1757.654533727464;88509
231;2036.4408115408405;88929
232;1726.9661797014076;89322
233;2039.8210877357733;89735
234;1753.734896126774;90133
235;2036.5955561025153;90550
236;1730.3557702657674;90945
237;2040.5266576402923;91369
238;1730.3948227926362;91773
239;2035.766252172484;92171
240;1749.867372204875;92578
241;2025.8638121538436;92981
242;1753.9791980777238;93393
243;2026.4695540691534;93793
244;1753.865409639788;94204
245;2026.4224475341887;94602
246;1753.7889617642888;95013
247;2025.3874493831236;95409
248;1734.938452347211;95802
249;2025.021811557836;96216
250;1738.8818079752107;96616
251;1912.1222878549193;97404
252;1909.2564165548922;98206
253;1909.1780037282133;99002
254;1909.1691212821966;99798
255;1909.166175367742;100580
256;1909.1657670857337;101376
257;1909.1657670857337;102168
258;1909.1657670857337;102961
259;1909.1657670857337;103758
260;1909.151899718439;104542
261;1904.2271580500967;105343
262;1903.4958728401782;106135
263;1903.4090079595207;106931
264;1903.4048141816825;107733
265;1903.3168026603946;108531
266;1903.2386602587178;109327
267;1903.2386602587178;110113
268;1903.2082791907308;110916
269;1899.5444639090636;111705
270;1899.5444639090636;112481
271;1899.5444639090636;113278
272;1899.5444639090636;114070
273;1899.3204903316437;114856
274;1899.311541342932;115658
275;1899.311541342932;116435
276;1899.311541342932;117233
277;1899.311541342932;118032
278;1899.311541342932;118836
279;1899.0401617364266;119636
280;1899.0401617364266;120429
281;1898.7634359907072;121230
282;1898.7634359907072;122041
283;1898.369627900649;122851
284;1898.369627900649;123659
285;1898.369627900649;124469
286;1898.0868135274782;125288
287;1898.0868135274782;126086
288;1898.0868135274782;126898
289;1897.000226974708;127714
290;1896.3360895412288;128521
291;1896.3360895412288;129339
292;1896.3360895412288;130151
293;1896.3360895412288;130968
294;1896.3360895412288;131786
