fitness
1804,55058201
1912,01912974
1835,90632288
1830,75783025
1858,01059399
1820,00635475
1799,31895701
1868,81251476
1835,88053313
1933,91369009
1843,65628124
1902,25553391
1862,28500697
1849,16856862
1908,28159241
1977,78890483
1749,85795119
1896,12687242
1882,27611425
1877,45179018
1782,18064458
1764,10394528
1581,89896520
1739,19755094
1754,30349094
1839,91158489
1884,87093105
1915,11968725
1760,81532687
1903,04957700
