generation;island;fitness;time
0;0;1895.5527833258873;1074
1;0;2014.6432051844204;1416
2;0;1895.5527833258873;1774
3;0;1977.856886898995;2115
4;0;1977.834756701098;2464
5;0;1973.9440028290549;2817
6;0;1861.4855227552423;3177
7;0;1982.25391132599;3537
8;0;1888.5945331703056;3879
9;0;1889.2734463328518;4241
10;0;1889.2734463328518;4608
11;0;1881.80959595104;4966
12;0;1851.8976411353096;5326
13;0;1852.8037007898845;5685
14;0;1852.8037007898845;6045
15;0;1859.6056078632628;6395
16;0;1859.6056078632628;6761
17;0;1850.3871804268026;7120
18;0;1850.3871804268026;7488
19;0;1859.6056078632628;7832
20;0;1852.3647034997732;8185
21;0;1852.0046743185821;8544
22;0;1852.0046743185821;8906
23;0;1852.0046743185821;9271
24;0;1852.0046743185821;9617
25;0;1821.9877911975204;9963
26;0;1821.9877911975204;10305
27;0;1854.3990541318528;10666
28;0;1852.0046743185821;11021
29;0;1854.3990541318528;11389
30;0;1852.0046743185821;11750
31;0;1821.4636567052635;12107
32;0;1821.4636567052635;12470
33;0;1851.5419650967367;12840
34;0;1850.468882640415;13212
35;0;1852.0046743185821;13562
36;0;1852.0046743185821;13918
37;0;1852.0046743185821;14267
38;0;1845.3569225183596;14668
39;0;1847.1993064991505;15043
40;0;1845.0376386806204;15413
41;0;1830.5920484137498;15770
42;0;1830.5920484137498;16130
43;0;1837.8540443305426;16498
44;0;1817.9929983863901;16872
45;0;1817.5733466637078;17237
46;0;1817.5733466637078;17608
47;0;1821.3613345885256;17980
48;0;1821.3613345885256;18354
49;0;1822.574298054747;18734
50;0;1822.574298054747;19113
51;0;1840.8902110068689;19521
52;0;1818.5513667972575;19857
53;0;1840.6132620218527;20239
54;0;1838.9063906533736;20592
55;0;1839.9767404495692;20963
56;0;1824.3064217415244;21306
57;0;1824.3064217415244;21689
58;0;1824.3064217415244;22066
59;0;1825.4243719356507;22428
60;0;1825.4243719356507;22797
61;0;1838.0124285049455;23166
62;0;1838.0124285049455;23544
63;0;1837.3245305193059;23917
64;0;1812.8247471371997;24297
65;0;1812.7294316558036;24656
66;0;1812.7294316558036;25022
67;0;1812.5263335359982;25399
68;0;1812.368935241653;25768
69;0;1811.6013350896208;26124
70;0;1798.8689843428801;26510
71;0;1805.3979129255265;26866
72;0;1805.3979129255265;27190
73;0;1805.3979129255265;27552
74;0;1805.3979129255265;27924
75;0;1805.3979129255265;28284
76;0;1805.3979129255265;28641
77;0;1805.3979129255265;28991
78;0;1802.037658236149;29348
79;0;1805.3979129255265;29714
80;0;1804.7274792069716;30070
81;0;1804.019659337907;30445
82;0;1804.019659337907;30824
83;0;1799.7291446062986;31205
84;0;1796.4536850655309;31571
85;0;1796.7490515188647;31935
86;0;1796.310112430266;32299
87;0;1796.7158291079572;32661
88;0;1796.520508503275;33052
89;0;1798.657587084016;33446
90;0;1797.7160147075738;33841
91;0;1795.9376560143878;34233
92;0;1787.7702252344768;34605
93;0;1797.0663994294346;34977
94;0;1796.6261965758763;35345
95;0;1796.8307830130937;35741
96;0;1796.2670239874867;36119
97;0;1797.071817200067;36487
98;0;1796.2553796215318;36866
99;0;1796.7905195387552;37245
100;0;1796.1099643865484;37624
101;0;1793.6293519708681;38010
102;0;1793.6293519708681;38398
103;0;1794.7394406369233;38779
104;0;1794.7170315715289;39172
105;0;1794.266231126952;39527
106;0;1793.897403557887;39924
107;0;1794.6873164425626;40310
108;0;1793.8860411672842;40692
109;0;1793.6470138538748;41066
110;0;1789.813009184147;41457
111;0;1794.3232352773553;41824
112;0;1794.1869482921613;42165
113;0;1792.97255617171;42518
114;0;1792.97255617171;42882
115;0;1789.5227591191565;43250
116;0;1789.5227591191565;43643
117;0;1792.6181845699339;44014
118;0;1792.5834810884535;44382
119;0;1792.5588284243513;44749
120;0;1792.5588284243513;45130
121;0;1792.5877071489915;45517
122;0;1792.5877071489915;45879
123;0;1792.6288127062905;46262
124;0;1791.5759657726412;46658
125;0;1792.353676480468;47049
126;0;1792.292629018716;47443
127;0;1792.6101251797654;47829
128;0;1790.736460348733;48222
129;0;1792.6349715790727;48616
130;0;1792.6339127540557;49009
131;0;1792.6270378261142;49401
132;0;1792.574593535693;49781
133;0;1792.5675622951896;50171
134;0;1792.5663534456432;50562
135;0;1792.6422337405018;50968
136;0;1792.3431716952398;51322
137;0;1792.4795173594869;51702
138;0;1792.4795173594869;52068
139;0;1792.4795173594869;52462
140;0;1792.2819718810147;52835
141;0;1792.4795173594869;53217
142;0;1792.4742785803633;53588
143;0;1792.4358321082495;53957
144;0;1792.4358321082495;54333
145;0;1792.373637613527;54716
146;0;1792.0801309602834;55089
147;0;1792.4742785803633;55468
148;0;1792.4742785803633;55863
149;0;1792.4742785803633;56239
150;0;1792.4488484765675;56623
151;0;1792.5235552204438;57016
152;0;1792.4742785803633;57409
153;0;1792.578266892634;57777
154;0;1792.4749418134768;58144
155;0;1792.4708613879466;58518
156;0;1791.323566234464;58923
157;0;1791.323566234464;59307
158;0;1787.5984068667988;59687
159;0;1787.714160186825;60098
160;0;1787.5513982460961;60490
161;0;1787.2048236411965;60858
162;0;1787.2048236411965;61213
163;0;1787.714160186825;61577
164;0;1787.714160186825;61956
165;0;1791.323566234464;62320
166;0;1786.4909172784912;62693
167;0;1790.9187240902652;63050
168;0;1786.6795347040936;63426
169;0;1788.0233542578367;63800
170;0;1786.6795347040936;64168
171;0;1786.6795347040936;64535
172;0;1786.6795347040936;64923
173;0;1788.3394696873759;65283
174;0;1787.7487617002023;65667
175;0;1787.3313500390066;66054
176;0;1787.3313500390066;66441
177;0;1786.9481953646346;66822
178;0;1786.9481953646346;67201
179;0;1787.286080956792;67571
180;0;1787.286080956792;67954
181;0;1787.286080956792;68333
182;0;1787.286080956792;68712
183;0;1790.991297571535;69068
184;0;1790.2635807583658;69452
185;0;1788.613730609752;69817
186;0;1788.613730609752;70186
187;0;1790.2635807583658;70570
188;0;1788.613730609752;70963
189;0;1790.224373487548;71343
190;0;1786.9738403413526;71720
191;0;1788.7354520343129;72106
192;0;1786.9738403413526;72492
193;0;1788.7645471645392;72880
194;0;1783.9614125884007;73274
195;0;1783.9614125884007;73669
196;0;1783.243486549201;74058
197;0;1783.1114130073327;74447
198;0;1783.1114130073327;74849
199;0;1783.8868206391917;75239
200;0;1783.8868206391917;75642
201;0;1783.978854548082;76017
202;0;1783.4256606909573;76417
203;0;1783.8755039150442;76817
204;0;1783.4314282834932;77219
205;0;1783.327249618153;77621
206;0;1783.327249618153;78023
207;0;1783.4370189304263;78420
208;0;1783.4370189304263;78821
209;0;1783.4370189304263;79207
210;0;1783.3455251403047;79594
211;0;1783.3455251403047;79998
212;0;1779.2546072157495;80373
213;0;1782.9711917880588;80769
214;0;1778.2749227773809;81149
215;0;1777.7229506041954;81540
216;0;1777.7229506041954;81932
217;0;1778.3419428065313;82317
218;0;1778.0468770870493;82717
219;0;1777.91297286325;83108
