generation;island;fitness;time
0;0;1876.9042484083454;1080
1;0;2059.324011889075;1431
2;0;2059.324011889075;1778
3;0;1981.3292492406438;2126
4;0;1888.712564690549;2471
5;0;1896.6589224598918;2816
6;0;1896.6589224598918;3155
7;0;1958.292012657036;3502
8;0;1905.0442452625996;3849
9;0;1840.6467898957183;4204
10;0;1840.6467898957183;4555
11;0;1880.430851737002;4908
12;0;1879.977197718612;5249
13;0;1843.291231442138;5588
14;0;1843.291231442138;5927
15;0;1904.620532276349;6268
16;0;1861.4397547950548;6636
17;0;1870.0102207002367;6994
18;0;1869.6838942129348;7356
19;0;1860.1087519312937;7692
20;0;1860.1087519312937;8024
21;0;1806.7733544175485;8378
22;0;1806.7733544175485;8718
23;0;1816.707669081039;9051
24;0;1816.707669081039;9405
25;0;1841.7557934652066;9766
26;0;1841.7557934652066;10119
27;0;1827.8680367727416;10473
28;0;1827.8680367727416;10822
29;0;1859.5507502418661;11168
30;0;1858.3345767574253;11524
31;0;1859.0653091738811;11866
32;0;1857.6670219469277;12211
33;0;1858.5774924223049;12556
34;0;1850.4862798453073;12897
35;0;1857.975079758292;13264
36;0;1857.975079758292;13631
37;0;1857.975079758292;13995
38;0;1850.9529110213593;14366
39;0;1857.975079758292;14737
40;0;1828.901672353652;15108
41;0;1836.821017979174;15459
42;0;1836.821017979174;15828
43;0;1837.015968211047;16182
44;0;1808.7718942175977;16542
45;0;1808.4514253086577;16905
46;0;1808.4514253086577;17250
47;0;1808.8817812864156;17603
48;0;1808.7509355526556;17960
49;0;1808.6403492577203;18374
50;0;1803.5371828954474;18774
51;0;1808.7253500256957;19147
52;0;1808.7253500256957;19494
53;0;1808.6575573347575;19834
54;0;1808.418414624101;20208
55;0;1808.580594586228;20530
56;0;1808.4370444212452;20875
57;0;1804.7471942131597;21220
58;0;1804.665278919049;21584
59;0;1798.4527064334457;21950
60;0;1798.4527064334457;22352
61;0;1806.104223871381;22707
62;0;1804.665278919049;23068
63;0;1808.922756974321;23421
64;0;1804.665278919049;23795
65;0;1806.735364568529;24150
66;0;1804.665278919049;24474
67;0;1804.7051247682982;24823
68;0;1800.0645768303407;25226
69;0;1804.7051247682982;25579
70;0;1804.6128419566244;25933
71;0;1807.6914235717416;26285
72;0;1807.6914235717416;26651
73;0;1808.40512431937;27007
74;0;1808.40512431937;27376
75;0;1808.41476861262;27734
76;0;1806.9176159961241;28096
77;0;1808.400626342281;28450
