generation;island;fitness;time
0;0;2287.0267778310445;1079
1;0;2378.872400919951;1457
2;0;2265.2302641186857;1827
3;0;1895.6073079575021;2193
4;0;1895.6073079575021;2572
5;0;2004.0343994534599;2940
6;0;1921.5422089343872;3323
7;0;1863.8268316093204;3705
8;0;1863.8268316093204;4057
9;0;1874.289072751757;4420
10;0;1863.4713709327912;4779
11;0;1858.020595429574;5143
12;0;1858.020595429574;5510
13;0;1839.221618007432;5885
14;0;1839.221618007432;6250
15;0;1840.436742654467;6589
16;0;1805.5610069289353;6975
17;0;1806.504736118525;7351
18;0;1806.504736118525;7702
19;0;1842.876223423061;8072
20;0;1811.992508509265;8408
21;0;1844.3981051132948;8771
22;0;1839.5787141737064;9128
23;0;1831.286653732739;9478
24;0;1823.454098067441;9828
25;0;1839.8345092106088;10191
26;0;1827.7171047112558;10563
27;0;1839.739012030367;10909
28;0;1831.5940287531912;11265
29;0;1833.442379227382;11635
30;0;1833.442379227382;11998
31;0;1836.0467226420772;12376
32;0;1832.0933639399418;12714
33;0;1829.6749769027724;13063
34;0;1815.5191107955723;13412
35;0;1837.6872092413043;13765
36;0;1831.286653732739;14161
37;0;1831.9489366419614;14517
38;0;1828.8577397527743;14868
39;0;1805.140968309117;15239
40;0;1805.140968309117;15589
41;0;1805.119068496743;15960
42;0;1805.119068496743;16311
43;0;1801.6625992703373;16687
44;0;1801.6625992703373;17042
45;0;1808.799514529211;17412
46;0;1808.799514529211;17776
47;0;1825.9144031015699;18122
48;0;1823.5003958220007;18479
49;0;1823.8423021313545;18816
50;0;1821.2424820557458;19167
51;0;1820.259374935412;19521
52;0;1814.1272720012576;19868
53;0;1814.1195635231272;20218
54;0;1814.1195635231272;20585
55;0;1814.0956486936427;20947
56;0;1814.0586893172501;21309
57;0;1814.1195635231272;21663
58;0;1767.7145754083583;22025
59;0;1814.1195635231272;22390
60;0;1767.7145754083583;22770
61;0;1801.619121057767;23145
62;0;1784.544585529025;23524
63;0;1797.3523262665221;23865
64;0;1797.3523262665221;24249
65;0;1800.9684854490179;24631
66;0;1799.336938834653;25002
67;0;1799.3372935808777;25363
68;0;1799.330246772346;25719
69;0;1799.336938834653;26103
70;0;1799.330246772346;26452
71;0;1799.330246772346;26825
72;0;1799.330246772346;27176
73;0;1799.330246772346;27558
74;0;1799.330246772346;27941
75;0;1799.330246772346;28336
76;0;1799.330246772346;28720
77;0;1799.330246772346;29102
78;0;1799.3212608108206;29495
79;0;1798.0167494170746;29835
80;0;1798.0167494170746;30218
81;0;1798.8021813582473;30585
82;0;1798.0216848986895;30956
83;0;1794.7457654537977;31310
84;0;1794.7457654537977;31679
85;0;1797.189647979846;32050
86;0;1797.189647979846;32414
87;0;1798.7620698493547;32798
88;0;1797.8767166279413;33156
89;0;1797.8767166279413;33521
90;0;1797.8767166279413;33904
91;0;1797.8704543714912;34274
92;0;1794.068096931917;34644
93;0;1794.0407410157673;35004
94;0;1794.0407410157673;35392
95;0;1794.07542280567;35773
96;0;1794.07542280567;36153
97;0;1793.6138493920764;36547
98;0;1793.6138493920764;36934
99;0;1793.4450889794775;37308
100;0;1793.4449216068158;37700
101;0;1793.4531149447878;38045
102;0;1793.4344044044826;38417
103;0;1790.3463388280247;38779
104;0;1790.3463388280247;39158
105;0;1793.6354175506217;39515
106;0;1793.6354175506217;39880
107;0;1793.5279199366023;40263
108;0;1793.0537985688586;40641
109;0;1793.4009709095046;41024
110;0;1792.233368018881;41378
111;0;1792.479360884041;41760
112;0;1792.479360884041;42135
113;0;1792.8372849757907;42503
114;0;1792.4541360647488;42886
115;0;1792.4547799398824;43263
116;0;1792.4547799398824;43626
117;0;1792.5466026331437;43980
118;0;1792.5466026331437;44343
119;0;1792.405385158555;44749
120;0;1792.405385158555;45131
121;0;1792.5775875938207;45497
122;0;1792.3134798722986;45881
123;0;1792.5215690697426;46248
124;0;1792.5215690697426;46631
125;0;1792.5485425225581;47033
126;0;1792.5485425225581;47416
127;0;1792.4541360647488;47783
128;0;1792.45104590513;48143
129;0;1792.5551002388324;48513
130;0;1792.5551002388324;48897
131;0;1792.5411739266613;49279
132;0;1792.5411739266613;49672
133;0;1792.3483111704106;50057
134;0;1792.3483111704106;50443
135;0;1792.3382926206737;50838
136;0;1792.3382926206737;51205
137;0;1792.5264954261343;51585
138;0;1791.6862528863062;51962
139;0;1791.5335122188083;52345
140;0;1791.5315103151877;52727
141;0;1778.0167876556704;53110
142;0;1778.0167876556704;53491
143;0;1791.2952498166017;53873
144;0;1791.2952498166017;54234
145;0;1791.3310051015458;54620
146;0;1791.3310051015458;55006
147;0;1791.476854578228;55402
148;0;1791.476854578228;55793
149;0;1791.4918296706562;56184
150;0;1783.036659269432;56523
151;0;1768.1358588938708;56903
152;0;1768.1358588938708;57296
153;0;1790.855820463913;57719
154;0;1778.0167876556704;58117
155;0;1778.0167876556704;58515
156;0;1778.0167876556704;58917
157;0;1778.0167876556704;59296
158;0;1778.0167876556704;59697
159;0;1778.0167876556704;60079
160;0;1763.4950078717995;60457
161;0;1777.5242910751253;60857
162;0;1777.5242910751253;61240
163;0;1777.5242999442032;61620
164;0;1777.5242836579912;62016
165;0;1777.5243093231545;62412
166;0;1751.8772906928289;62822
167;0;1777.5242685920703;63225
168;0;1777.5242685920703;63639
169;0;1777.5242617006688;64030
170;0;1777.5004770708024;64436
171;0;1777.524265092979;64854
172;0;1777.107400322867;65254
173;0;1777.21156771776;65658
174;0;1777.21156771776;66061
175;0;1777.5167396666127;66448
176;0;1777.2000186778907;66828
177;0;1777.2000333256153;67214
178;0;1777.2000235608327;67620
179;0;1777.20001635978;68017
180;0;1776.9197101997343;68420
181;0;1777.200023175609;68814
182;0;1776.9258508664682;69197
183;0;1776.935848621235;69602
184;0;1775.96864715618;70008
185;0;1742.0674138122035;70414
186;0;1742.0674138122035;70835
187;0;1777.1421408054568;71214
188;0;1764.256994448485;71605
189;0;1776.6842072266545;72002
190;0;1776.6842072266545;72402
191;0;1766.4721185989038;72796
192;0;1766.4721185989038;73215
193;0;1765.4458799986166;73595
194;0;1765.4458799986166;74009
195;0;1763.826741851773;74417
196;0;1763.2308823332507;74803
197;0;1763.1108904849887;75199
198;0;1763.1108904849887;75589
199;0;1757.2667610317;75998
200;0;1757.2667610317;76398
201;0;1757.2361176761633;76810
202;0;1757.1829404757784;77211
203;0;1756.3385875551917;77629
204;0;1755.2397077578541;78036
205;0;1757.606213216985;78462
206;0;1755.6643277331953;78876
207;0;1757.1925359600812;79291
208;0;1757.1925359600812;79701
209;0;1757.115046630818;80124
210;0;1757.115046630818;80531
211;0;1756.2103112834598;80955
212;0;1755.4744030179197;81351
213;0;1750.6452698504775;81776
214;0;1750.6452698504775;82176
215;0;1757.0876627681632;82573
216;0;1756.6122983687758;82997
217;0;1757.1588985194294;83398
218;0;1755.9827726916571;83798
219;0;1750.8517781029125;84202
220;0;1750.8517781029125;84614
221;0;1754.8613394446297;85027
222;0;1752.618880230091;85447
223;0;1754.800256897969;85859
224;0;1749.3575356671593;86286
225;0;1749.897831672601;86699
226;0;1749.8131750584946;87122
227;0;1755.0230920815611;87533
228;0;1745.3914470218651;87958
229;0;1751.0524881593747;88345
230;0;1721.66511810503;88739
231;0;1741.6484537669407;89135
232;0;1741.3655303800726;89548
233;0;1740.6891505531703;89958
234;0;1740.5374417722437;90361
235;0;1734.4425848921621;90763
236;0;1732.428736143345;91187
237;0;1740.7827597530086;91593
238;0;1732.2295419288505;92008
239;0;1732.1832816500971;92412
240;0;1732.1832816500971;92831
241;0;1739.6161044583966;93233
242;0;1732.918034997769;93659
243;0;1732.8089364702305;94054
244;0;1732.8089364702305;94459
245;0;1740.4161040963422;94887
246;0;1733.7519802855477;95273
247;0;1733.7519802855477;95683
248;0;1733.7519802855477;96060
249;0;1732.8305221915452;96489
250;0;1732.8305221915452;96856
251;0;1732.8200157311203;97500
252;0;1732.9084775305269;98104
253;0;1732.8089364702305;98708
254;0;1732.722435041444;99196
255;0;1732.8089364702305;99786
256;0;1732.8154506620247;100390
257;0;1733.1705159148717;101045
258;0;1732.7567377143653;101654
259;0;1732.7264991902155;102247
260;0;1732.717795655762;102870
261;0;1732.7030329064012;103348
262;0;1732.0453104986461;103889
263;0;1732.2419198359855;104354
264;0;1731.990801392227;104845
265;0;1732.6840217759245;105455
266;0;1732.7309064933622;105981
267;0;1733.0403749183836;106413
268;0;1732.3563029453933;106997
269;0;1732.7806061618305;107609
270;0;1731.338437433938;108178
271;0;1732.1321334195445;108712
272;0;1731.338437433938;109316
273;0;1731.2616904595993;109913
274;0;1731.167617167257;110439
275;0;1730.640019792403;111016
276;0;1730.7460192533404;111608
277;0;1731.1629298243347;112165
278;0;1729.4002736565258;112627
279;0;1725.5741434658623;113201
280;0;1725.557385765017;113689
281;0;1725.3903464946086;114106
282;0;1725.2589576827293;114538
283;0;1724.8859206502782;115191
284;0;1718.541837728783;115845
285;0;1724.2913727201812;116418
286;0;1721.6218212104454;116977
287;0;1724.669921543222;117581
288;0;1724.7291291811016;118235
289;0;1722.8948305777697;118931
290;0;1724.2618911542113;119484
291;0;1724.1059244141202;120101
292;0;1723.323677405637;120552
293;0;1723.2876146418666;121097
294;0;1723.2380723937417;121704
295;0;1723.2380723937417;122286
296;0;1723.2876146418666;122857
297;0;1724.1219223472904;123425
298;0;1723.4119197101859;124003
299;0;1724.1865512844731;124679
300;0;1724.1121727860514;125294
301;0;1708.4827181524822;125755
302;0;1722.7402998372795;126249
303;0;1723.3472686566222;126795
304;0;1719.995579967591;127439
305;0;1720.072979993191;128058
306;0;1720.4020401232576;128576
307;0;1719.9955318907512;129101
308;0;1720.571312980507;129573
309;0;1719.996294643971;130177
310;0;1719.9959830864382;130847
311;0;1720.072979993191;131403
312;0;1720.0746436993998;132008
313;0;1719.5880502480668;132586
314;0;1720.1173189153878;133204
315;0;1719.5880502480668;133746
316;0;1720.0715731212097;134276
317;0;1719.5880502480668;134903
318;0;1718.7999114902887;135523
319;0;1719.5880502480668;136082
320;0;1719.5880502480668;136690
321;0;1719.0513900981011;137326
322;0;1717.3988923142792;138007
323;0;1718.6842382272212;138597
324;0;1717.6010478937667;139246
325;0;1717.348422487005;139979
326;0;1717.3570224668272;140558
327;0;1717.166915702038;141237
328;0;1717.4118685535057;141764
329;0;1718.6676549877775;142297
330;0;1718.2226431797847;142947
331;0;1718.3486302310812;143546
332;0;1716.7057962747442;144022
333;0;1718.3630728411167;144629
334;0;1716.4217631414476;145100
335;0;1717.8411196191591;145636
336;0;1713.9845469401732;146186
337;0;1716.8907899061746;146713
338;0;1717.199987138934;147305
339;0;1716.9472793175744;147779
340;0;1715.9874158596572;148447
341;0;1713.9657421912104;149103
342;0;1709.5335949568878;149712
343;0;1716.8314400770766;150257
344;0;1716.821976880892;150942
345;0;1716.512684331148;151763
