generation;island;fitness;time
0;0;1989.932573757745;1091
1;0;2052.738958523886;1454
2;0;2052.738958523886;1809
3;0;2052.738958523886;2166
4;0;1967.6315314558917;2500
5;0;1989.932573757745;2847
6;0;1989.932573757745;3197
7;0;2060.2640402593493;3551
8;0;1871.8146962190176;3907
9;0;1854.5417929351208;4255
10;0;1854.5417929351208;4600
11;0;1861.1189080515785;4940
12;0;1861.1189080515785;5286
13;0;1861.1189080515785;5635
14;0;1824.2513256812879;5982
15;0;1861.1189080515785;6336
16;0;1861.1189080515785;6688
17;0;1861.1189080515785;7038
18;0;1861.1189080515785;7384
19;0;1860.9896341352935;7730
20;0;1860.9896341352935;8094
21;0;1860.9514120364586;8450
22;0;1855.122359819071;8800
23;0;1851.3825953285343;9152
24;0;1851.3825953285343;9518
25;0;1852.4292131755308;9884
26;0;1823.0610078966174;10250
27;0;1837.3753495980993;10617
28;0;1837.3753495980993;10986
29;0;1837.3753495980993;11419
30;0;1837.3753495980993;11788
31;0;1837.3753495980993;12142
32;0;1823.0916901523212;12514
33;0;1823.0916901523212;12860
34;0;1823.0916901523212;13219
35;0;1823.0916901523212;13560
36;0;1822.29619073602;13907
37;0;1823.6773005114353;14254
38;0;1823.6773005114353;14685
39;0;1826.7498153923696;15027
40;0;1816.2167874117595;15397
41;0;1826.7498153923696;15804
42;0;1822.065674611986;16166
43;0;1826.7498153923696;16528
44;0;1812.0729551967072;16897
45;0;1837.3753495980993;17236
46;0;1826.7498153923696;17595
47;0;1826.7498153923696;17958
48;0;1824.8191935538935;18320
49;0;1826.7498153923696;18699
50;0;1824.5811345506752;19062
51;0;1822.74397311594;19417
52;0;1816.175937151242;19794
53;0;1816.1076626369434;20170
54;0;1816.1076626369434;20535
55;0;1816.1076626369434;20905
56;0;1816.1076626369434;21259
57;0;1816.1076626369434;21614
58;0;1815.8256249933359;21954
59;0;1813.170825701352;22331
60;0;1813.170825701352;22680
61;0;1813.170825701352;23059
62;0;1813.170825701352;23436
63;0;1813.170825701352;23786
64;0;1806.875854621709;24129
65;0;1806.875854621709;24501
66;0;1806.875854621709;24875
67;0;1807.4171642691458;25247
68;0;1806.971346101568;25609
69;0;1806.971346101568;25985
70;0;1806.971346101568;26330
71;0;1806.971346101568;26685
72;0;1806.3026238133523;27052
73;0;1806.875854621709;27424
74;0;1806.4461967517063;27783
75;0;1803.0004738181676;28142
76;0;1800.6469107642636;28509
77;0;1800.6469107642636;28849
78;0;1800.6469107642636;29196
79;0;1800.6469107642636;29572
80;0;1800.6469107642636;29947
81;0;1800.6469107642636;30323
82;0;1800.6469107642636;30685
83;0;1797.7916429091908;31062
84;0;1797.7916429091908;31436
85;0;1797.7916429091908;31799
86;0;1797.7916429091908;32164
87;0;1797.7916429091908;32529
88;0;1797.7916429091908;32896
89;0;1800.4645623309802;33253
