generation;island;fitness;time
0;0;1938.3212721788245;1096
1;0;2248.207939091003;1463
2;0;1939.7926800308926;1819
3;0;1937.6264221185352;2163
4;0;1937.6264221185352;2523
5;0;1938.3557685688909;2880
6;0;1938.3557685688909;3236
7;0;1938.3557685688909;3589
8;0;1938.3557685688909;3944
9;0;1960.78297740791;4309
10;0;1780.3257667807927;4662
11;0;1978.7672117582938;5018
12;0;1889.070163943133;5378
13;0;1893.1419488613285;5724
14;0;1870.916597514514;6071
15;0;1918.3551001376027;6429
16;0;1883.1502780977232;6789
17;0;1918.436508105143;7132
18;0;1849.5400685065358;7491
19;0;1869.8226706965668;7858
20;0;1869.8226706965668;8217
21;0;1882.3831647667173;8586
22;0;1882.3831647667173;8954
23;0;1954.343725227079;9326
24;0;1881.4447571081553;9697
25;0;1900.6950506463381;10072
26;0;1900.6950506463381;10435
27;0;1865.6916501421406;10805
28;0;1865.6916501421406;11169
29;0;1919.3576942840675;11537
30;0;1897.339531629662;11909
31;0;1814.09856843602;12272
32;0;1814.09856843602;12628
33;0;1860.5180149067007;12975
34;0;1860.5180149067007;13348
35;0;1806.3544290227924;13720
36;0;1806.3544290227924;14056
37;0;1885.638612138584;14429
38;0;1885.638612138584;14779
39;0;1890.9455940399596;15138
40;0;1819.2789908344998;15498
41;0;1890.9455940399596;15862
42;0;1866.1583265616912;16222
43;0;1864.4465239143417;16588
44;0;1864.4465239143417;16937
45;0;1866.4082475667924;17298
46;0;1866.4082475667924;17658
47;0;1866.3922132655855;18021
48;0;1859.6105023181271;18384
49;0;1866.3223354980744;18748
50;0;1863.2306611155018;19110
51;0;1862.3057734611057;19475
52;0;1862.3057734611057;19836
53;0;1860.992807577424;20200
54;0;1859.8830026838;20561
55;0;1860.7532955151273;20924
56;0;1858.8715202593194;21284
57;0;1858.623866499322;21636
58;0;1825.900375820798;21996
59;0;1858.4086533324107;22361
60;0;1857.8094237400671;22724
61;0;1857.047407615043;23091
62;0;1854.5194400169403;23454
63;0;1849.6434423957517;23815
64;0;1849.6434423957517;24177
65;0;1838.1649834402544;24551
66;0;1838.1649834402544;24904
67;0;1854.2601688200757;25256
68;0;1854.2601688200757;25615
69;0;1853.653344288261;25973
70;0;1851.8390196872115;26331
71;0;1829.2950642973783;26698
72;0;1829.2950642973783;27054
73;0;1832.0309074958595;27415
74;0;1827.9135606988107;27796
75;0;1849.065366120369;28188
76;0;1845.6055905202038;28582
77;0;1849.0653660775022;28969
78;0;1843.3651134817312;29351
79;0;1843.3651133026124;29738
80;0;1843.3651133026124;30123
81;0;1843.3650946754924;30500
82;0;1843.3542203855527;30879
83;0;1842.8782999502714;31256
84;0;1842.8782999502714;31625
85;0;1843.2710470406362;31993
86;0;1843.271047040612;32350
87;0;1829.785570830306;32716
88;0;1829.785570830306;33099
89;0;1830.7747317262686;33481
90;0;1829.785570830306;33861
91;0;1830.8196644790585;34237
92;0;1829.0538626875623;34610
93;0;1829.8111327300212;34950
94;0;1828.6730492176566;35317
95;0;1829.911702938404;35718
96;0;1829.911702938404;36109
97;0;1812.0779090002934;36585
98;0;1805.826741952198;36955
99;0;1812.0779090002934;37311
100;0;1812.0779090002934;37669
101;0;1812.1015677209973;38049
102;0;1811.5550950014967;38420
103;0;1823.4685355117329;38782
104;0;1823.4685355117329;39154
105;0;1816.6768918974785;39537
106;0;1816.676859236697;39902
107;0;1816.6730639150358;40267
108;0;1816.6730639150358;40658
109;0;1816.6577777228817;41042
110;0;1816.596778155102;41408
111;0;1816.6549813569106;41780
112;0;1816.6549813569106;42150
113;0;1816.6569836745414;42523
114;0;1816.624923125905;42894
115;0;1816.6261692360736;43267
116;0;1816.6119477438626;43638
117;0;1815.2062284251142;44011
118;0;1815.206073541372;44381
119;0;1815.2062288000257;44763
120;0;1815.2061723077845;45138
121;0;1815.2059939881478;45516
122;0;1815.2051738977377;45894
123;0;1814.3838925297123;46275
124;0;1814.3835278980869;46661
125;0;1814.347941088678;47051
126;0;1814.3477626933766;47433
127;0;1814.3407651951673;47818
128;0;1814.3407651951673;48198
129;0;1811.0984035211561;48583
130;0;1811.0984027574414;48938
131;0;1811.0983868028095;49329
132;0;1811.0975226314015;49714
133;0;1811.098237427709;50112
134;0;1810.6005141960295;50504
135;0;1793.305492673894;50897
136;0;1793.305492673894;51288
137;0;1810.9207012176669;51679
138;0;1810.9207012176669;52040
139;0;1811.0481684087135;52407
140;0;1810.1834909128822;52778
141;0;1810.911123371499;53149
142;0;1810.910286638955;53535
143;0;1810.8868826310072;53891
144;0;1810.8770231848928;54292
145;0;1810.6920349201916;54654
146;0;1805.7238955900261;55028
147;0;1805.7238926217801;55404
148;0;1805.723882993525;55783
149;0;1805.7238783097066;56174
150;0;1805.723841092814;56562
151;0;1803.676296869385;56951
152;0;1803.676296869385;57343
153;0;1803.67630102724;57730
154;0;1803.676219105886;58105
155;0;1803.6757989146809;58497
156;0;1803.6757989146809;58889
157;0;1803.6722029310288;59250
158;0;1799.4102989489907;59619
159;0;1803.6761658997677;59984
160;0;1803.6757989146809;60356
161;0;1803.6759122657731;60734
162;0;1799.0055928608933;61096
163;0;1803.6131850147613;61487
164;0;1803.6131850147613;61879
165;0;1803.6763065641492;62253
166;0;1803.6741481348326;62633
167;0;1803.6762768850142;63017
168;0;1803.675475183906;63399
169;0;1803.6739811022912;63782
170;0;1803.5956450915153;64176
171;0;1799.9429791723194;64570
172;0;1798.2332701141995;64967
173;0;1799.9081318807257;65346
174;0;1799.8120055360055;65709
175;0;1799.7274489093265;66101
176;0;1799.7274489093265;66509
177;0;1799.7272848258642;66894
178;0;1799.599876416274;67285
179;0;1799.6884613664474;67684
180;0;1799.63589032028;68089
181;0;1799.641282357374;68505
182;0;1799.3974626132342;68911
183;0;1799.417886273591;69309
184;0;1793.3662212470406;69712
185;0;1792.7114774544184;70105
186;0;1792.7114774544184;70500
187;0;1792.6670340577143;70898
188;0;1792.6670340577143;71296
189;0;1798.088569340574;71682
190;0;1796.54980113349;72093
191;0;1796.5599374406593;72496
192;0;1796.5599374406593;72907
193;0;1796.5384614411446;73290
194;0;1793.822370239203;73679
195;0;1796.1894563038788;74073
196;0;1795.5473631410696;74456
197;0;1793.895743761737;74870
198;0;1793.822370239203;75274
199;0;1794.4982157275654;75685
200;0;1793.42775007109;76057
201;0;1795.6433517198084;76458
202;0;1794.143775189874;76861
203;0;1795.5504955704396;77249
204;0;1795.5504955704396;77662
205;0;1794.649842896922;78042
206;0;1794.649842896922;78429
207;0;1795.6240488948913;78832
208;0;1795.2252851415312;79233
209;0;1795.6240488948913;79639
210;0;1795.6240488948913;80040
211;0;1793.5690916599697;80439
212;0;1793.5690916599697;80847
213;0;1792.805361658762;81223
214;0;1792.805361658762;81609
215;0;1792.3407944331595;82026
216;0;1792.3407944331595;82438
217;0;1792.6287554628545;82835
218;0;1789.37639144036;83228
219;0;1792.5799563778871;83602
220;0;1792.5799563778871;83966
221;0;1792.6274898509673;84377
222;0;1789.395959612993;84774
223;0;1789.3335414835215;85178
224;0;1789.3335414835215;85557
225;0;1790.728879199622;85933
226;0;1789.326351186903;86337
227;0;1787.7819151561378;86754
228;0;1787.7819151561378;87158
229;0;1784.4085364677258;87553
230;0;1784.4085364677258;87941
231;0;1785.307863252594;88346
232;0;1784.108716548235;88730
233;0;1784.4085364677258;89145
234;0;1783.556447967948;89529
235;0;1783.556447967948;89915
236;0;1783.556447967948;90324
237;0;1782.655316651587;90713
238;0;1781.4513364153925;91095
239;0;1781.9677576696338;91501
240;0;1781.4486421251986;91910
241;0;1780.7185008685851;92332
242;0;1780.6283332336798;92721
243;0;1780.6426201827621;93113
244;0;1776.7500267243204;93520
245;0;1778.3808626538637;93860
246;0;1776.8561101083135;94185
247;0;1776.778983047031;94505
248;0;1776.778983047031;94890
249;0;1778.6846363330542;95163
250;0;1776.8538907205423;95533
251;0;1778.6745767531506;96099
252;0;1780.4525786884042;96514
253;0;1777.9829919613283;97107
254;0;1778.8159080437651;97667
255;0;1778.9081259296188;98230
256;0;1779.8857600654387;98862
257;0;1778.2024387750043;99483
258;0;1778.835787990987;100025
259;0;1778.6661933973649;100613
260;0;1777.6460305291996;101290
261;0;1777.0470689718284;101735
262;0;1778.8785129722005;102326
263;0;1777.3889258413546;102869
264;0;1777.4288382403447;103490
265;0;1777.4288382403447;104076
266;0;1775.5308414555598;104657
267;0;1776.5329961834852;105312
268;0;1777.018746678967;105789
269;0;1776.4462561515977;106230
270;0;1776.940335386422;106654
271;0;1774.811086628908;107343
272;0;1778.4049394686845;107898
273;0;1776.3841746777327;108335
274;0;1776.0872391003184;108876
275;0;1778.0433253971044;109530
276;0;1776.9342985625703;110028
277;0;1777.3388547224504;110609
278;0;1778.7002163159855;111077
279;0;1776.7200092409441;111729
280;0;1776.9401578907082;112194
281;0;1777.3620540760642;112763
282;0;1776.1641428474932;113319
283;0;1777.9511980611287;113760
284;0;1778.4460090118846;114303
285;0;1778.081763492675;114958
286;0;1777.0287601213442;115571
287;0;1776.9350831193908;116197
288;0;1766.910880633301;116803
289;0;1777.7181888745686;117269
290;0;1771.7686915290994;117866
291;0;1768.8833072273496;118365
292;0;1770.2964273808325;118927
293;0;1770.3231019934483;119472
294;0;1773.7175388236071;120073
295;0;1769.1899182915968;120674
296;0;1770.2964273808325;121335
297;0;1771.5913424319424;121848
298;0;1771.8959019963868;122494
299;0;1774.706775335314;123166
300;0;1775.5174908532547;123585
301;0;1775.5055633980614;124173
302;0;1776.8192847871344;124590
303;0;1776.7339414428554;125010
304;0;1772.3810600464021;125610
305;0;1772.8136818020193;126207
306;0;1769.7206133882385;126820
307;0;1769.3266325093514;127414
308;0;1769.2618141239248;127837
309;0;1769.2581296805035;128394
310;0;1769.2581296805035;128885
311;0;1769.1019871446774;129481
312;0;1769.2225783631973;129982
313;0;1767.8043820684202;130521
314;0;1767.8174121698407;131247
315;0;1766.1562312876338;131690
316;0;1767.877828254238;132196
317;0;1767.0784164763688;132675
318;0;1766.566345789179;133139
319;0;1767.4943400331872;133673
320;0;1766.5697356838632;134264
321;0;1766.104056277242;134896
322;0;1766.2078985164317;135478
323;0;1761.5808352028246;136203
324;0;1761.1634504753276;136818
325;0;1761.0170075084968;137417
326;0;1760.4569589525536;137983
327;0;1760.784267891927;138663
328;0;1760.6169134622382;139324
329;0;1760.7572442632165;139974
330;0;1761.1066200716314;140639
331;0;1760.602829102715;141212
332;0;1760.5439365162463;141789
333;0;1757.3758577659034;142404
334;0;1760.3667778554557;142893
335;0;1756.6657499999903;143471
336;0;1756.4153657685638;143934
337;0;1758.0471568491275;144444
338;0;1759.0049051824074;145078
339;0;1757.9503070444716;145754
340;0;1758.0641179818326;146243
341;0;1757.9500931149812;146689
342;0;1758.023293929162;147274
343;0;1757.9503070444716;148011
344;0;1756.9990926642986;148592
345;0;1756.5064670530537;149205
346;0;1757.4566868212887;149907
347;0;1757.1210002095834;150615
348;0;1756.1295901544743;151150
349;0;1756.1295901544743;151699
350;0;1755.6782327511373;152157
351;0;1756.5660240166435;152824
352;0;1757.0122346157748;153423
353;0;1755.468641683249;154058
354;0;1756.2709794412335;154566
355;0;1756.1725696839935;155032
356;0;1756.250384548579;155635
357;0;1756.0595374104594;156256
358;0;1756.2560435364073;156807
359;0;1755.8279855487306;157362
360;0;1755.9150578693605;158103
361;0;1755.8963287549223;158686
362;0;1755.969397551777;159222
363;0;1755.5661286775937;159837
364;0;1755.9269230131592;160450
365;0;1755.73264123901;161074
366;0;1755.8361261158327;161512
367;0;1755.8527569171256;162117
368;0;1755.468641683249;162718
369;0;1755.8825742202391;163399
370;0;1755.2628922621766;163963
371;0;1756.1354883178353;164501
372;0;1755.8521373507076;165142
373;0;1755.5395198041085;165769
374;0;1755.234130455485;166410
375;0;1755.6096260614906;167056
376;0;1755.1606577789369;167663
377;0;1755.6066114380296;168250
378;0;1755.5811934850553;168762
379;0;1755.5814440004524;169357
380;0;1755.21906534444;169997
381;0;1752.679696197221;170475
382;0;1753.2983822777533;171043
383;0;1752.689650541462;171604
384;0;1752.7847896107871;172183
385;0;1752.678055491141;172790
386;0;1752.3219838817408;173418
387;0;1750.9884193836774;173953
388;0;1751.3995432439192;174588
389;0;1750.4641083467754;175286
390;0;1751.1878158307818;175911
391;0;1750.3736764538037;176525
392;0;1750.2698054764862;177165
393;0;1750.2698054764862;177855
394;0;1748.7332956985613;178408
395;0;1746.3594746195763;178850
396;0;1746.3594746195763;179391
397;0;1746.3594746195763;180106
398;0;1746.3594746195763;180804
399;0;1746.3594746195763;181478
400;0;1746.3594746195763;182105
401;0;1746.3594746195763;182885
402;0;1746.3594746195763;183599
403;0;1746.3594746195763;184169
404;0;1746.3594746195763;184793
405;0;1743.5757618569664;185416
406;0;1746.3594746195763;185959
407;0;1743.5757618569664;186584
408;0;1737.312103829168;187194
409;0;1743.5757618569664;187822
410;0;1743.5757618569664;188331
411;0;1743.5757618569664;188850
412;0;1743.5757618569664;189497
413;0;1743.1985141441862;190054
414;0;1743.5605006816556;190640
