fitness
1695,77499420
1782,41394833
1812,01684152
1778,01304679
1783,90085279
1889,64767469
1775,51353362
1837,01298200
1756,73743404
1730,91655331
1805,47864835
1728,91861121
1868,33095024
1981,28966587
1589,88120583
1800,61161337
1765,56030752
1740,91577794
1630,93865589
1728,72500445
1726,23321576
1722,05110506
1704,49569984
0,00000000
0,00000000
0,00000000
0,00000000
0,00000000
0,00000000
0,00000000
