generation;fitness
0;2285.6476139784504
1;1991.2963328861563
2;2250.0062893797312
3;1991.2963328861563
4;2250.0062893797312
5;1991.2963328861563
6;2243.505129309196
7;1943.4543119799264
8;2186.822732121491
9;1943.4543119799264
10;2186.822732121491
11;1943.4543119799264
12;2186.822732121491
13;1943.4543119799264
14;2186.822732121491
15;1943.4543119799264
16;2186.822732121491
17;1943.4543119799264
18;2186.822732121491
19;1943.4543119799264
20;2185.527112179757
21;1943.8716756656622
22;2180.201214890971
23;1943.3859482665282
24;2180.201214890971
25;1939.8826789109623
26;2179.818646634195
27;1942.3688847481567
28;2176.76536123578
29;1935.550336630995
30;2172.796797555348
31;1935.8652278240272
32;2170.3733428430714
33;1933.6835361864958
34;2169.075995397051
35;1933.6835361864958
36;2168.6227346926266
37;1935.209327434636
38;2169.8075245555683
39;1935.1888714437102
40;2159.648994972008
41;1936.0061810976017
42;2158.038309761898
43;1929.403357784986
44;2132.875621345522
45;1912.1209027980785
46;2156.740169822723
47;1912.0846677799723
48;2154.8868210259034
49;1912.1122933974125
50;2151.2685110751354
51;1927.6998547168582
52;2149.0314675595055
53;1934.3471765420277
54;2149.167494983564
55;1925.8032705376859
56;2145.7058265220917
57;1922.8807403766034
58;2150.790101438932
59;1912.277947450239
60;2143.3744264805277
61;1911.7997275229243
62;2143.486957570099
63;1919.7466268400656
64;2149.9907974727
65;1924.125123993978
66;2145.0025536206804
67;1922.924068788094
68;2146.0679182410618
69;1895.2205258219458
70;2144.8541684106904
71;1924.302483669275
72;2148.666139262131
73;1922.7480887844756
74;2143.693955961019
75;1921.447466641504
76;2147.434125289648
77;1906.058329923132
78;2145.6779588847266
79;1900.8202747420514
80;2144.6044177567023
81;1900.832243169789
82;2141.5616327039957
83;1914.739615359186
84;2141.691603751156
85;1913.9309264374958
86;2149.0424298646963
87;1910.7677128695452
88;2148.1728244580713
89;1913.9309264374958
90;2148.541554707094
91;1913.9309264374958
92;2147.689191737099
93;1913.6547571952858
94;2147.1110781442444
95;1912.2975776961207
96;2147.1110781442444
97;1912.0070236960723
98;2141.7883630405595
99;1911.7663682504613
100;2144.0911115715007
101;1912.6215714950802
102;2146.0291998187695
103;1910.726546249552
104;2143.2679972693286
105;1911.7167543517926
106;2140.849753390737
107;1907.149586066824
108;2142.212408837671
109;1910.8296067118383
110;2140.5580983884693
111;1914.6186247109358
112;2141.8981560053817
113;1909.9333011569433
114;2141.671205405336
115;1909.4543030173895
116;2133.1190782624367
117;1899.9887682650012
118;2127.3969195600876
119;1899.3385112295502
120;2125.80816135159
121;1892.4529869153964
122;2125.80816135159
123;1894.5077798315185
124;2125.376565793598
125;1894.2039579801403
126;2127.427282955155
127;1894.9758399657717
128;2124.6416735270373
129;1891.4169650166475
130;2125.376565793598
131;1894.056664823555
132;2121.7888293936776
133;1892.4529869153964
134;2120.21140100008
135;1892.5578373516203
136;2123.069094542604
137;1892.7493148870271
138;2123.720908598361
139;1892.3903504329062
140;2122.7340953336966
141;1892.948674610727
142;2120.50098527636
143;1893.124065124612
144;2121.3605698778624
145;1891.947689601407
146;2122.7340953336966
147;1889.463867173023
148;2121.1951773628716
149;1892.4529869153964
150;2121.7734786840783
151;1887.4179524134124
152;2122.7340953336966
153;1889.2450940250108
154;2122.9108538553864
155;1888.7776400708617
156;2123.2548898851674
157;1888.3185380787893
158;2123.651518475972
159;1889.5486821787815
160;2122.707907414584
161;1887.9892826789699
162;2122.1641141881114
163;1888.3334044113687
164;2121.5168362704258
165;1888.647120509261
166;2122.2227054497052
167;1887.8687987124574
168;2122.2227054497052
169;1887.0109670026704
170;2121.884230398708
171;1885.8732098601367
172;2120.632993472122
173;1887.2552843958765
174;2119.5575014873675
175;1886.7173620674669
176;2120.632993472122
177;1886.4721435725892
178;2116.4326679785026
179;1883.11109717471
180;2118.9427189771845
181;1887.5011266117015
182;2117.5061981315507
183;1887.5601234213054
184;2118.389970126485
185;1887.5601234213054
186;2119.0799786015696
187;1868.1043893044377
