generation;fitness
0;2652.4290609134227
1;2380.913002373482
2;2462.3078608140236
3;2230.7143481673415
4;2220.4175565372525
5;1976.8272384187476
6;2216.696672020869
7;2039.5185138391569
8;2215.0460992544763
9;1981.3434989863847
10;2209.185402781384
11;1977.0113222469624
12;2209.185402781384
13;1948.3646582360846
14;2174.608891340631
15;1945.2381163416196
16;2168.094598871496
17;1945.2381163416196
18;2166.014178794213
19;1944.6433557484545
20;2160.194247477444
21;1942.9917814375917
22;2160.194247477444
23;1942.9917814375917
24;2156.7353626800345
25;1944.689679166256
26;2152.1911441622974
27;1944.3708199013763
28;2137.624971138814
29;1930.4122664871602
30;2139.9191931977007
31;1935.9875271164576
32;2132.490209054208
33;1888.6288190687458
34;2127.7763389392767
35;1888.6499582893925
36;2128.171490562041
37;1888.662032986471
38;2130.907395630693
39;1889.1574267188985
40;2132.2148123654138
41;1888.9439948047318
42;2137.9909782303043
43;1869.9926642461878
44;2127.2694237037954
45;1867.7849185683062
46;2127.2694237037954
47;1853.8850202441572
48;2127.2694237037954
49;1854.0323608395393
50;2120.3725484458096
51;1853.9986001052625
52;2120.3725484458096
53;1853.9169774382706
54;2120.3725484458096
55;1853.9665720315156
56;2111.918423161017
57;1854.0049324384934
58;2119.2765804043493
59;1853.8793378343141
60;2120.3725484458096
61;1854.0168694402346
62;2120.3725484458096
63;1856.4753999382103
64;2053.52692322965
65;1860.1867098178661
66;2055.157338985278
67;1859.6655474046481
68;2055.1823420321803
69;1860.6238678400869
70;2051.6387104127284
71;1857.0776424319088
72;2052.1316521603458
73;1855.859477013609
74;2121.717983938645
75;1850.4901611886692
76;2110.6494120851826
77;1852.36179789551
78;2109.828985630658
79;1856.299590085377
80;2112.874603105213
81;1854.8143235806208
82;2107.44940471416
83;1856.2677560722216
84;2107.3174512497494
85;1850.8603391350766
86;2106.4030236066023
87;1850.310695813313
88;2117.4146422197414
89;1840.9633584938983
90;2102.9479950688124
91;1852.7561062568138
92;2118.224480281307
93;1848.1525472316807
94;2119.057634679153
95;1846.951405781137
96;2121.481131052744
97;1848.523087618866
98;2122.68265218496
99;1843.080142313617
100;2114.123191874204
101;1844.0894201274552
102;2115.658294634926
103;1849.5449619595884
104;2100.0445812842217
105;1859.911056596258
106;2046.6942526564562
107;1858.7734107401432
108;2122.2582449998636
109;1855.6962652801888
110;2099.661482699045
111;1850.1794870692129
112;2120.6468903481973
113;1838.007552880258
114;2076.868744729404
115;1847.733177588593
116;2106.5606130502906
117;1849.9304670308156
118;2035.9622701192714
119;1858.527654840583
120;2023.7696388009992
121;1858.7681978794683
122;2007.4517393750027
123;1858.5944552276983
124;2035.9622701192714
125;1842.398532442847
126;2035.9622701192714
127;1857.5311636002348
128;2035.9622701192714
129;1855.4331093083995
130;2035.9622701192714
131;1857.5311636002348
132;2015.2817656099373
133;1860.4743404031105
134;2015.2817656099373
135;1853.8059638090542
136;2035.9622701192714
137;1860.7046445211818
138;2031.0486506411758
139;1858.7886772763468
140;2033.4967107064108
141;1859.4249549110093
142;2030.1562309035637
143;1850.7063209079115
144;2033.3931946504742
145;1846.4316343025387
146;2033.660253608083
147;1841.0950967964206
148;2033.3261570845918
149;1835.3147989542708
150;2032.3746793332691
151;1843.840993079984
152;2030.2797072914252
153;1841.4589771221804
154;2031.1463839944852
155;1822.0965849600295
156;2024.3797597025768
157;1840.7937411259027
158;2024.3797597025768
159;1831.8658590022894
160;2019.7836523040864
161;1824.2034693108137
162;2016.2329851139657
163;1830.6990797585322
164;2018.2820614910636
165;1819.3233677979304
166;2004.0422317541158
167;1824.9585866116931
168;2005.6458682321395
169;1826.6945926453454
170;2029.6485921584815
171;1823.0987397273989
172;2023.8925091444567
173;1808.3466255029016
174;2012.5307363773993
175;1819.4189908510696
176;2040.6408839789535
177;1818.132434986551
178;2037.951511777377
179;1820.6661641691694
180;2038.667896327671
181;1819.0564546171768
182;2038.7604482324543
183;1814.7793669791718
184;2038.767728174531
185;1820.3538409936625
186;2040.6931081770226
187;1819.2827638967003
188;2035.2281810834738
189;1819.2606705349713
190;2037.8089714332502
191;1819.7632451702168
192;2032.7080838858494
193;1824.3729484610137
194;2018.1695629252729
195;1831.5960813126658
196;2040.810945912698
197;1819.425825067943
198;2040.810945912698
199;1817.1524953494795
200;2040.810945912698
201;1835.822899667208
202;2040.810945912698
203;1826.8218229698045
204;2040.810945912698
205;1845.4483021317815
206;2033.0326151398006
207;1831.0399557321691
208;2040.810945912698
209;1838.4013206400932
210;2040.810945912698
211;1838.4013206400932
212;2040.8033254253328
213;1846.0440310371982
214;2028.5895351637737
215;1852.421073373435
216;2028.2391022576205
217;1830.9252118632996
218;2029.1783732641093
219;1831.214902931171
220;2028.8803579129649
221;1831.2773601036133
222;2029.7180921203094
223;1817.1998250810589
224;2030.6785055188716
225;1845.3252151843992
226;2030.6603204702303
227;1844.925424697353
228;2030.6460359373564
229;1844.925424697353
230;2039.423657433626
231;1844.3633411904195
232;2039.3237729805492
233;1842.6975187718247
234;2039.315231269283
235;1843.3060815343504
236;2037.0354547150514
237;1845.779496108123
238;2040.417420328431
239;1845.8230231714724
240;2040.5441334157572
241;1844.266220691597
242;2039.7109750579011
243;1842.4476593075265
244;2026.8662319712196
245;1844.420728753105
246;2026.8662319712196
247;1844.3466299705156
248;2026.8662319712196
249;1843.5919514242958
250;2025.4183927705785
251;1963.9560838644059
252;1963.9560838644059
253;1960.9142308249473
254;1960.9142308249473
255;1960.8007294866516
256;1960.8007294866516
257;1960.8007294866516
258;1960.8007294866516
259;1960.8007294866516
260;1960.8007294866516
261;1960.8007294866516
262;1960.8007294866516
263;1960.8007294866516
264;1957.773137977994
265;1957.773137977994
266;1957.773137977994
267;1942.7687756399353
268;1937.2136535246075
269;1937.2136535246075
270;1933.6928609797517
271;1933.6928609797517
272;1933.6624979345563
273;1933.6624979345563
274;1933.6624979345563
275;1933.6624979345563
276;1933.6624979345563
277;1933.6624979345563
278;1930.5836705399938
279;1930.5836705399938
280;1930.5836705399938
281;1930.5663450488817
282;1929.7949100157343
283;1929.6893945779193
284;1929.6893945779193
285;1928.5424613132589
286;1928.4209591404629
287;1928.4209591404629
288;1928.4209591404629
289;1923.5501590793497
290;1923.5095523038524
291;1923.5095523038524
292;1920.148568490437
293;1920.148568490437
294;1920.148568490437
295;1920.148568490437
296;1919.4015321960287
297;1919.4015321960287
298;1919.4015321960287
299;1919.4015321960287
300;1919.4015321960287
301;1919.4015321960287
302;1919.4015321960287
303;1917.2937227844966
304;1917.2937227844966
305;1917.2937227844966
306;1911.7242657759184
307;1911.7242657759184
308;1910.6260829961614
309;1910.6260829961614
310;1910.6260829961614
311;1910.6260829961614
312;1910.6260829961614
313;1910.6260829961614
314;1910.6260829961614
315;1910.6260829961614
316;1910.6260829961614
317;1910.6260829961614
318;1910.6260829961614
319;1910.6260829961614
320;1910.6260829961614
321;1910.6260829961614
322;1910.6260829961614
323;1910.6260829961614
324;1910.6260829961614
325;1910.6260829961614
326;1910.6260829961614
327;1910.6260829961614
328;1910.6260829961614
329;1910.6260829961614
330;1910.6260829961614
331;1910.6260829961614
332;1910.6260829961614
333;1910.6260829961614
334;1904.8676686944227
335;1904.8655799836072
336;1904.5172428137244
337;1904.5172428137244
338;1904.5172428137244
339;1904.5172428137244
340;1904.2249895820037
341;1904.224795180629
342;1904.224795180629
343;1904.224795059011
344;1904.0539021812413
345;1904.0539021812413
346;1901.1137819015573
347;1901.1137819015573
348;1899.4867147598823
349;1899.480235896293
350;1899.3421913555999
351;1899.2678853550383
352;1898.5474957637175
353;1898.1834981369393
354;1898.1834981369393
355;1897.2696100814564
356;1897.2696100814564
357;1894.8477082133923
358;1892.8049648877873
359;1891.6069571301734
360;1891.6069571301734
361;1891.6069571301734
362;1891.4996048631651
363;1891.3293912672939
364;1890.2542755506931
365;1889.6443781309765
366;1889.6443781309765
367;1889.6443781309765
368;1889.1210528157487
369;1884.0726431804612
370;1884.0726431804612
371;1884.0047698602302
372;1883.8706493890406
373;1883.8706493890406
374;1883.8706493890406
375;1879.780695595593
376;1879.7135326754553
377;1879.706809466852
378;1879.706809466852
379;1879.6073225046375
380;1879.5790915059904
381;1879.5790915059904
382;1879.5749741640755
383;1868.3881382127631
384;1867.5165251658398
385;1867.5165251658398
386;1867.5165251658398
387;1866.9283130181987
388;1866.9283130181987
389;1866.9283130181987
390;1866.9283130181987
391;1866.9283130181987
392;1866.9283130181987
393;1866.9283130181987
394;1866.9283130181987
395;1866.9283130181987
396;1866.9283130181987
397;1865.871781643375
398;1865.871781643375
399;1865.871781643375
400;1865.871781643375
401;1865.871781643375
402;1865.871781643375
403;1865.871781643375
404;1865.871781643375
405;1865.871781643375
406;1865.871781643375
407;1865.871781643375
408;1865.871781643375
409;1865.871781643375
410;1865.871781643375
411;1865.871781643375
412;1865.871781643375
413;1865.871781643375
414;1865.2619369689937
415;1865.2619369689937
416;1865.2619369689937
417;1864.7998463902445
418;1864.7998463902445
419;1864.6646613337305
420;1864.6646613337305
421;1864.1454441501096
422;1864.1454441501096
423;1863.3286021391511
424;1862.231988007246
425;1862.231988007246
426;1862.231988007246
427;1851.5550336714984
428;1851.5550336714984
429;1851.5550336714984
430;1847.3820555910338
431;1847.3820555910338
432;1847.3820555910338
433;1847.3820555910338
434;1847.3820555910338
435;1847.3820555910338
436;1847.3820555910338
437;1847.3820555910338
438;1847.3820555910338
439;1847.3820555910338
440;1843.5701991067967
441;1843.5701991067967
442;1843.5701991067967
443;1843.5701991067967
444;1843.5701991067967
445;1843.0083037923212
446;1842.7169205658777
447;1842.7169205658777
448;1842.7169205658777
449;1842.7169205658777
450;1842.7169205658777
451;1842.7169205658777
452;1842.7169205658777
453;1842.7169205658777
454;1842.7169205658777
455;1842.7169205658777
456;1842.7169205658777
457;1842.7169205658777
458;1842.7169205658777
459;1842.7169205658777
460;1842.7169205658777
461;1842.7169205658777
462;1842.7169205658777
463;1840.6352723296795
464;1840.6352723296795
465;1840.6352723296795
466;1840.6352723296795
467;1840.6352723296795
468;1840.6352723296795
469;1840.6352723296795
470;1840.6352723296795
471;1840.6352723296795
472;1840.6352723296795
473;1840.6352723296795
474;1840.6352723296795
475;1840.6352723296795
476;1840.6352723296795
477;1840.6352723296795
478;1840.6352723296795
479;1840.6352723296795
480;1840.6352723296795
481;1840.6352723296795
482;1840.6352723296795
483;1840.6352723296795
484;1840.6352723296795
485;1840.6352723296795
486;1840.6352723296795
487;1840.6352723296795
488;1840.6352723296795
489;1840.6352723296795
490;1840.6352723296795
491;1840.6352723296795
492;1840.6352723296795
493;1840.6352723296795
494;1840.6352723296795
495;1840.6352723296795
496;1840.6352723296795
497;1840.6352723296795
498;1840.6352723296795
499;1840.6352723296795
