time;testset error
277682.0;6.680292515126898E12
277432.0;2379.316180137688
267653.0;2456.8178203813995
272447.0;2775.110557003079
280811.0;6360.323075954461
273556.0;2462.229494583978
267341.0;2793.5012904727278
277701.0;2427.870756565576
273880.0;2981.1161235992695
279957.0;2830.64962595029
270260.0;2494.938499849973
280383.0;2926.989167451033
273831.0;2539.3228854561157
279672.0;2523.794701820987
276325.0;2547.335277293614
272033.0;8261.314334046472
274383.0;5990.949781653441
270266.0;2533.922732283475
282025.0;2846.9670130378763
278947.0;4.842352305633501E15
275351.0;2531.4405149583868
270164.0;2535.560891734023
283010.0;2593.899868060727
277626.0;8153.8938446348175
281889.0;2616.8754391270622
282115.0;2409.5628941940527
291846.0;2473.009634984355
304158.0;1.064991139540644E10
323839.0;5983.446240743092
285110.0;2543.725758597366
