time;testset error
243257.0;2159.857669112674
239801.0;1956.9441062604105
253412.0;2100.9121989528658
241867.0;2142.5080428583888
241226.0;7287.458683634959
247878.0;2072.5405275275853
239181.0;2196.285949567787
237445.0;2127.6216303757765
234339.0;1930.2703775447728
240484.0;2077.3123913075065
234423.0;2219.787869656813
231540.0;2240.680776155121
234640.0;2002.5529647501253
236901.0;1997.6021856827492
242274.0;2068.478757369371
243387.0;1962.69341729213
237580.0;2160.7025179521174
235528.0;1992.3023132905596
231634.0;9727.145415154457
233242.0;2204.3205555689065
234661.0;2101.102231950072
237340.0;2086.9636847868824
245098.0;1871.7496412958687
234017.0;2079.211460292653
239475.0;1923.4186450203738
239345.0;1986.0586548546135
235098.0;2079.5663184917125
237067.0;1798.8581372231276
238714.0;2121.91750892504
238271.0;2035.1749102995213
